title,artist,lyrics,genre,year,source,url,scraped_at
Ki GöresinFatih Yeşilgül,Unknown,"Şarkı Sözleri
Sanatçılar
Fatih Yeşilgül
Ki Göresin
Ki Göresin
Fatih Yeşilgül
Şarkı Sözleri
İzle ve Dinle
Sen sondun, gittin, bittin
Gittin de yaşlarım dindi,
İşte bak günbe gün eridim
Daha dur bitmedi çektiğim.
Hele bir gece olsun
Gözlerini dik semaya
Başını yastığa koyy
Ki Göresin!
Hele bir ben gideyim
Adını anmayayım
Kendinle baş başa kal
Ki Göresin!
Yapraklar düşsün takvimden
Saçların ağarsın erken
Sevenlerin gitsin tümden
Günün beter olsun dünden
Rabbim hesap sorsun senden
Ki Göresin!
(ŞİİR)
Ardına bakmadan çekip gidenlerin peşine düşmek için yaratılmadık biz! Herkesin harcı değildir sevmek
Ya varızdır ya da yok!
Bir görünüp bir kaybolmak ayın ve yıldızların işidir, sen insansın! HATIRLADIN MI?
Seviyorsa sevgilinin gönlünde ya taht kurmuşuzdur ya da tahtı olmayan bir saraya baş tacı olmuşuzdur.
Bén elbet yeniden baş tacı olacak bir yâr bulurum!
Hiçbir şey olamazsam TAÇSIZ KRAL olurum!
Gönüller sultanıyım! Gönül yapmak benim işim!
Herkesi, herşeyi hiçe saymak gafletse eğer, bana son sözü söyle diyordun! İşté duyuyorsun!
Kendini bile tanımazken séN! AŞKa sahip çıkmak sana mı kaldı?
Vefa bile vefat etti senin yüzünden, vebâlini ödeyebilir misin séN?
Ben HERŞEYim demiyorum, ama sen HİÇBİR ŞEYsin diyorum!
Gittiğin için değil! Sevmediğin için de değil!
SEVMİYORUM ve GİDİYORUM diyemediğin için!
Bén senin né mal olduğunu çok iyi biliyorum ;)
Kaç kere köz oldu yüreğim
Ateşle oynanmaz güzelim
Sanma ki gidersem gelirim
Alırım başımı giderim
Hele bir ben gideyim
Adını anmayayım
Kendinle baş başa kal
Ki Göresin!
Hele bir gece olsun
Gözlerini dik semaya
Başını yastığa koyy
Ki Göresin!
Yapraklar düşsün takvimden
Saçların ağarsın erken
Sevenlerin gitsin tümden
Günün beter olsun dünden
Rabbim hesap sorsun senden
Kİ GÖRESİN!.....
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Adın Leke Sevgiye
Allah Canımı Alsın
Canına Kıyamadım
Cehennemler İçindesin
İnadına
Kalamaz Mıydın?
Saydım Gitti
Senle Açamam
Yaz Bir Kenara",arabesk,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/2444/ki-goresin,2025-10-25T21:21:57.475455
Saydım GittiFatih Yeşilgül,Unknown,"Şarkı Sözleri
Sanatçılar
Fatih Yeşilgül
Saydım Gitti
Saydım Gitti
Fatih Yeşilgül
Şarkı Sözleri
İzle ve Dinle
An geldi gitti nefesim, sendeledim yıkılmadım!...
Zannettim bir daha şafak doğmaz üstüme
Zannettim bir daha ayıkmaz bu soluk yüzüm
Esen rüzgâr gibiydin, sadece toz kaldırdın
Böyle sert esmenin né anlamı var?.. é bedeli var!
An geldi gitti nefesim, sendeledim yıkılmadım!...
AŞk evimi buyur ek, geldin gittin canımı yedin
Seviyorken ben né dedim? bam telime basma artık yar
Bağım koptu yüreğinle, bağlamaya gücün yetmez senin zavallı aklın yar, beni anlamaya yetmez!
Bulut olsan sonun ıslak, yağmur olsan yerin toprak
Bulut olsan sonun ıslak, yağmur olsan yerin toprak
Ateş olsan cürmün belli, kaybettin beni temelli
An geldi gitti nefesim, sendeledim yıkılmadım!...
(ŞİİR)
Gittiğin gibi geLéceXin!
Bastığın yerlere tekrar basacak, ""-kıymetini bilemedim"" diyeceksin!
Zaman tünelinde zamansızlığı oynayacak, köprünün altında suların aktığını kabul etmesen de
Aynaya küs değilsen saçların ağardığından anlayacaksın!
O éski Anadolu çocuğunu bulursan bana da haber ver ;)
Gönül âLéminde divane çıkartma yapma zamanı, ilk demlerinde sensizken bocalama zamanı bitti bu yiğit için!
Anlayacağın aŞk Oyunu bitti artık!
Taviz, acizin ifadesidir. Bilmez misin? duymadıysan da duy!
Ya af suç doğurur? Bunu da mı duymadın?
Neyi bilirsin ki sen? Evvelin neydi ki ezelin né olsun!
Gidişin yüreksizce ve bensizken zamana direnişin!!!
Anladın mı şimdi gölgem de üzerinden kalkınca ne denli acizmişsin...
GİDERKEN EMANET ETMEZSEN SEVDİĞİNİ HAKKA! DÖNDÜĞÜNDE SEVDİĞİNİ ŞEYTANIN YANINDA ARA!!!
Şeytanlaşmış nefislerin, ne fısıltısını ne de kükremesini bu kulaklar duymaz! Boşuna heyhat boşuna yırtınırsın!...
En iyisi mi! SéN dönmedin, béN de görmedim SAYDIM GİTTİ...
Sen dönmedin saydım gitti
Ben görmedim saydım gitti
Dost düşman söz eder
Kendi aklı nispeti
Ben bilirim oysa
Hem kaderi hem kederi
Susmuş bütün alçaklar
Dünya derin uykuda
İşte şimdi...
Işıksızsın, güneşsizsin....
An geldi gitti nefesim, sendeledim yıkılmadım!...
An geldi gitti nefesim, sendeledim yıkılmadım!...
SéN dönmedin, béN de görmedim SAYDIM GİTTİ aahheyy aahhee aahheyy aahe e ahe ahe
Er meydanından kaçan kahpelerin, sevginin divan-ı harbinde ölümdür cezası!
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Adın Leke Sevgiye
Allah Canımı Alsın
Canına Kıyamadım
Cehennemler İçindesin
İnadına
Kalamaz Mıydın?
Ki Göresin
Senle Açamam
Yaz Bir Kenara",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/35328/saydim-gitti,2025-10-25T21:21:58.009545
Yaz Bir KenaraFatih Yeşilgül,Unknown,"Şarkı Sözleri
Sanatçılar
Fatih Yeşilgül
Yaz Bir Kenara
Yaz Bir Kenara
Fatih Yeşilgül
Şarkı Sözleri
İzle ve Dinle
Herkesin yaptığı yanına kalmazsa, seninki de kalmayacak
Yaz bir kénara!
Hergünüm bayram olsa çiçek açsa baharım, sen de yas tutacaXın
Yaz bir kénara!
Yaz bi kenara gülüm hesabım kalsın seneye
Sene olmazsa bile kalsın MaHŞéR é
(ŞİİR)
Herkesin yaptığı yanına kalsa, seninki kalmayacak
Yaz bi kénara!
Her günün bayram olsa, çiçek açsan dört mevsim, sen de solacaXın, sen dé...
Yaz bi kénara!
Herkesin gideni birer birerdi, beni terk edenler toptan gittiler.
Dayandım, ağlamadım, kalan vezir, giden réZil olur
Yaz bi kénara! demedim mi?
Gözüm görmezdi diye sanma ki bilmezim né hâldesin.
Kara haber tez duyulur, iyi haberin gelmez ki, çekecéXin! demedim mi?
Bu alémde her ne varsa ölecektir, yalnız aŞk bakiidir, bu yüzden ölmem,
AŞkı olmayan ölüdür! demedim mi?
Daha düşmeden yerLére, aslan gibi ayaktayken, suya hasret kalmadan
Kâinatın sırrı, aŞka sırtını dönme! düşersen kaldıran olmaz
Şeytanlara dost olmuşsun! demédim mi?
Allah şahit.
Unutanı unuturlar, merhamet etmeyene gökten de rahmet gelmez
Além insana düşman kesilir! demedim mi?
Aynı sudan içmiştik, sana zehir aŞığa hayat veren neydi diye sorduğunda...
Sana tebessümLé ""-İçinde aŞk var AŞK"" demedim mi?
Irak olma sevgiden, sevgiliden.
İnsan kokusu bile almaz, alamazsın demedim mi?
AŞk yoXa, vefa da yok.
Senin de insanlıktan nasibin bile yok.
Gidişin gidiş değil!
Gittiğin yer meze yapar adamı
Göz göré göré yanarsın, yanacaXın, yakacaXın demedim mi?
Herkesin eceli azrail olsa
Seninki ben olacağım
Yaz bi kénara!
Umutların sonu olsa
Hayâlé dalacaXın
Gelinliğe hasret kalıp
Yas tutacaXın!
Yaz bi kenara gülüm hesabım kalsın seneye
Sene olmazsa bile elbet MaHŞéR é
Yaz bi kenara gülüm hesabım kalsın seneye
Sene olmazsa bile kalsın MaHŞéR é
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Adın Leke Sevgiye
Allah Canımı Alsın
Canına Kıyamadım
Cehennemler İçindesin
İnadına
Kalamaz Mıydın?
Ki Göresin
Saydım Gitti
Senle Açamam",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/3752/yaz-bir-kenara,2025-10-25T21:21:59.065780
Did I Shave My Legs For This?Deana Carter,Unknown,"Şarkı Sözleri
Sanatçılar
Deana Carter
Did I Shave My Legs For This?
Did I Shave My Legs For This?
Deana Carter
Şarkı Sözleri
İzle ve Dinle
Flowers and wine is what I thought I would find
When I came home from working tonight
Well now here I stand, over this frying pan
And you want a cold one again
I bought these new heels, did my nails
Had my hair done just right
I thought this new dress was a sure bet
For romance tonight
Well it's perfectly clear,between the TV and beer
I won't get so much as a kiss
As I head for the door I turn around to be sure
Did I shave my legs for this?
Now when we first met you promised you'd get
A house on a hill with a pool
Well this trailer stays wet and were swimmin' in debt
Now you want me to go back to school
I bought these new heels,did my nails
Had my hair done just right
I thought this new dress was a sure bet
For romance tonight
Well it's perfectly clear,between the TV and beer
I won't get so much as a kiss
As I head for the door I turn around to be sure
Did I shave my legs for this?
Darlin did I shave my legs for this?
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Girl You Left Me For
I've Loved Enough To Know
One Day at a Time
Strawberry Wine",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/57017/did-i-shave-my-legs-for-this,2025-10-25T21:36:50.847148
I've Loved Enough To KnowDeana Carter,Unknown,"Şarkı Sözleri
Sanatçılar
Deana Carter
I've Loved Enough To Know
I've Loved Enough To Know
Deana Carter
Şarkı Sözleri
İzle ve Dinle
(By Deana Carter & Chuck Jones)
I hear what you're telling me but that don't make it so
Two timing, talking sweet from the time your feet hit the floor
My heart is telling me it's time to let you go
Oh baby, let go.....
I've loved enough to know
A heartache when I see one coming
Been down this road before
I've loved enough to know
Every night out with the boys, you think I'm so naive
I know exactly where you're going every time you leave
I see every little something up your sleeve
Oh baby, I can see
I've loved enough to know
A heartache when I see one coming
Been down this road before
I've loved enough to know
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Did I Shave My Legs For This?
Girl You Left Me For
One Day at a Time
Strawberry Wine",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/68204/i-ve-loved-enough-to-know,2025-10-25T21:36:51.210697
One Day at a TimeDeana Carter,Unknown,"Şarkı Sözleri
Sanatçılar
Deana Carter
One Day at a Time
One Day at a Time
Deana Carter
Şarkı Sözleri
İzle ve Dinle
I've got a friend who wears go-go boots to Sunday School
We used to sit and drink pink champagne on a tin roof
Ridin' it out in a Thunderbird
Singin' out loud every single word of Jack & Diane
Tryin' to pretend there was no rules
Kissin' on boys and sneakin' in bars
Tryin' to get a glimpse of who we are
We weren't wild, but we weren't far
She said Thelma and Louise, you got nothin' on me
And you can tell ol' James Dean to get in line
Thanks to Elvis and Kurt Cobain, the world will never be the same
You gotta make history one day at a time
She graduated in 1987
We were gonna make a break for it together
Headed out to Hollywood
Where the stars are bright and the weather's good
But she changed her mind and went back to the 7-11
She went and married the football star
Had few kids and works real hard
It ain't wild but it ain't far
(Repeat Chorus)
Hey, Thelma and Louise, you got nothin' on me
And you can tell ol' James Dean to get in line
Thanks to Jesus and John Wayne the world will never be the same
You've gotta make history one day at a time
Like John Lennon and Kennedy
I'm with them, yeah, 'cause I believe
You gotta make history one day at a time
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Did I Shave My Legs For This?
Girl You Left Me For
I've Loved Enough To Know
Strawberry Wine",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/47294/one-day-at-a-time,2025-10-25T21:36:51.631303
Strawberry WineDeana Carter,Unknown,"Şarkı Sözleri
Sanatçılar
Deana Carter
Strawberry Wine
Strawberry Wine
Deana Carter
Şarkı Sözleri
İzle ve Dinle
He was working through college on my grandpa's farm
I was thirsting for knowledge and he had a car, yeah,
I was caught somewhere between a woman and a child,
one restless summer we found love growing wild
On the banks of the river on a well beaten path,
its funny how those memories they last
Like strawberry wine, seventeen
The hot July moon saw everything
My first taste of love, whoa bittersweet
but Green on the vine
Like strawberry wine
I still remember when thirty was old
My biggest fear was September when he had to go
A few cards and letters and one long distance call
We drifted away like the leaves in the fall
But year after year I come back to this place
Just to remember the taste
Of strawberry wine, seventeen
The hot July moon saw everything
My first taste of love, whoa bittersweet
but Green on the vine
Like strawberry wine
The fields have grown over now
Years since they've seen a plow
There's nothing time hasn't touched
Is it really him or the loss of my innocence
I've been missing so much
yeah
Like strawberry wine, and seventeen
The hot July moon saw everything
My first taste of love, whoa bittersweet
but green on the vine
Like strawberry wine, and seventeen
The hot July moon saw everything
My first taste of love, whoa bittersweet
but green on the vine
Like strawberry wine
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Did I Shave My Legs For This?
Girl You Left Me For
I've Loved Enough To Know
One Day at a Time",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/94196/strawberry-wine,2025-10-25T21:36:51.991114
Israel's SonSilverchair,Unknown,"Şarkı Sözleri
Sanatçılar
Silverchair
Israel's Son
Israel's Son
Silverchair
Şarkı Sözleri
İzle ve Dinle
Hate is what I feel for you
And I want you to know that I want you dead
You're late for the execution
If you're not here soon, I'll kill your friend instead
All the pain I feel
Couldn't start to heal
Although I would like it to
I hate you and your apathy
You can leave, you can leave, I don't want you here
I'm playing this pantomime
But I don't see you showing any signs of fear
All the pain I feel
Couldn't start to heal
Although I would like it to
This time I'm for real
My pain can not heal
You will be dead when I'm through
[Chorus]
Pain and execution
Put your hands in the air
Put your hands in the air
The air... yeah
I am, I am Israel's son
Israel's son I am
Put your hands in the air
Put your hands in the air
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Learn to Hate
One Way Mule
Straight Lines
Strange Behaviour
Take Her Out
The Greatest View
Those Thieving Birds (Part 2)
Tuna In The Brine
Waiting All Day",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/76816/israel-s-son,2025-10-25T21:50:09.321627
Learn to HateSilverchair,Unknown,"Şarkı Sözleri
Sanatçılar
Silverchair
Learn to Hate
Learn to Hate
Silverchair
Şarkı Sözleri
İzle ve Dinle
I wanted to be friends with her too
So my relationship could be the same as yours
I hated everyone just like you
Hating you should be introduced as a new law
-chorus-
Take the time to learn to hate
Come and join the mass debate
Take the time, take the time
It's all uphill you've gotta climb
You betrayed all the trust I gave you
Now I need therapy to hate a little more
You cannot help me to forgive you
The drugs have given you all kinds of different sores
I hated everyone just like you
Hating you should be introduced as a new law
-chorus-
As you pump drugs into your bloodstream
I sit observing in disgust
Hoping that you will finally come clean
So I don't have to use this gun
-chorus-
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Israel's Son
One Way Mule
Straight Lines
Strange Behaviour
Take Her Out
The Greatest View
Those Thieving Birds (Part 2)
Tuna In The Brine
Waiting All Day",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/93114/learn-to-hate,2025-10-25T21:50:09.627654
One Way MuleSilverchair,Unknown,"Şarkı Sözleri
Sanatçılar
Silverchair
One Way Mule
One Way Mule
Silverchair
Şarkı Sözleri
İzle ve Dinle
Let my spirit ride on a one way mule
Blistered skin in a cold hearted pool
Distant emotion hides a concrete wall
Naked and anchored I'll climb right back
To you
And love me for my mind, coz I'm a dangerous heart
When I've got time to kill I'm coming back to you
Defect memories in a cage by my bed
Viscid dreams stick to holes in my head
But a patient career of sleep in a Sunday dress
Rides my wake
And love me for my mind, coz I'm a dangerous heart
When I've got time to kill I'm coming back to you
I'll stake out just to find
The knife in a dangerous heart
When I've got time to kill I'm coming back for you
And love me for my mind, coz I'm a dangerous heart
When I've got time to kill I'm coming back for you
I'll stake out just to find
The knife in a dangerous heart
When I've got time to kill I'm coming back to you
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Israel's Son
Learn to Hate
Straight Lines
Strange Behaviour
Take Her Out
The Greatest View
Those Thieving Birds (Part 2)
Tuna In The Brine
Waiting All Day",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/77178/one-way-mule,2025-10-25T21:50:09.927509
Straight LinesSilverchair,Unknown,"Şarkı Sözleri
Sanatçılar
Silverchair
Straight Lines
Straight Lines
Silverchair
Şarkı Sözleri
İzle ve Dinle
Breathing from a hole in my lung
I had no one
But faces in front of me
Racing through the void in my head
To find traces of a good luck academy
Sparks ignite and trade them for thought
About no one
And nothing in particular
Washed the sickened socket and drove
Resent nothing
There's good will inside of me
Wake me up lower the fever
Walking in a straight line
Set me on fire in the evening
Everything will be fine
Waking up strong in the morning
Walking in a straight line
Lately I'm a desperate believer
But walking in a straight line
Something I will never forget
I felt desperate
And stuck to the marrow
Invisible to everyone else
I'm a sex change
And a damsel with no heroine
Wake me up lower the fever
Walking in a straight line
Set me on fire in the evening
Everything will be fine
Waking up strong in the morning
Walking in a straight line
Lately I'm a desperate believer
But walking in a straight line
I don't need no time to say
There's no changing yesterday
If we keep talking and
I keep walking in straight lines
Wake me up lower the fever
Walking in a straight line
Set me on fire in the evening
Everything will be fine
Waking up strong in the morning
Walking in a straight line
Lately I'm a desperate believer
But walking in a straight line
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Israel's Son
Learn to Hate
One Way Mule
Strange Behaviour
Take Her Out
The Greatest View
Those Thieving Birds (Part 2)
Tuna In The Brine
Waiting All Day",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/44223/straight-lines,2025-10-25T21:50:10.234680
Strange BehaviourSilverchair,Unknown,"Şarkı Sözleri
Sanatçılar
Silverchair
Strange Behaviour
Strange Behaviour
Silverchair
Şarkı Sözleri
İzle ve Dinle
This is tearing me apart
If the sun won't shine
Forever will never be fine
Underneath the hollow ground
Lies a night time sky
For only a desperate eye
When I'm paranoid I see walls behind walls behind walls
When I'm over joyed I see falls over falls over falls
When I'm all alone I'll be wary and careful to
Only eat with uncles
Never talk to strangers
God is in the kitchen
Faking baby dangers
Change whatever karma means
For the only things that end never truly begin
If this streets air ain't up to par
I'll take my clothes and take this strange behaviour
Not only liked but loved as well
If this streets air ain't up to par
I'll take my clothes and take this strange behaviour
Not only liked but loved as well
If this keeps tearing me apart
The walls come down won't stop this empty feeling
For everything apart from this
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Israel's Son
Learn to Hate
One Way Mule
Straight Lines
Take Her Out
The Greatest View
Those Thieving Birds (Part 2)
Tuna In The Brine
Waiting All Day",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/45784/strange-behaviour,2025-10-25T21:50:10.568657
Take Her OutSilverchair,Unknown,"Şarkı Sözleri
Sanatçılar
Silverchair
Take Her Out
Take Her Out
Silverchair
Şarkı Sözleri
İzle ve Dinle
(she's still on her own, man
can you her me?
yeah she's still on her own
we gotta take her out
see i can't do if she's on her own
yeah i don't what we do, i don't care,
lets just take her out)
(should we sing some kinda chorus? YEAHHHH)
She's the rats on my finger
the rats on my finger
rats on my nose
She's the rats on my finger
finger, the rats on my finger
laughed at my nose
(YEAHHHHH)
(ok mac, are you ready?)
She's the rats on my finger
the rats on my finger
rats on my nose
She's the rats on my finger
the rats on my finger
laughed at my nose
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Israel's Son
Learn to Hate
One Way Mule
Straight Lines
Strange Behaviour
The Greatest View
Those Thieving Birds (Part 2)
Tuna In The Brine
Waiting All Day",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/44062/take-her-out,2025-10-25T21:50:10.888241
The Greatest ViewSilverchair,Unknown,"Şarkı Sözleri
Sanatçılar
Silverchair
The Greatest View
The Greatest View
Silverchair
Şarkı Sözleri
İzle ve Dinle
Youre the analyst
The fungus in my milk
When you want no one
And you've got someone
Through the wind you crawl
And laugh at burning dunes
When no one else will ever see
Now that you know why you feel like you do
Their turning their head
Whilst they wait for no one
And finally i know
Why you feel like letting go
Im watching you watch over me
and i've got the greatest view from here
im watching you watch over me
and i've got the greatest view from here
copyright 2001 Daniel Johns
mistakes dont mean a thing
if you dont regret them
so pack your tactic toes for the winter
chain a waterfall to burned and withered skin
no one else will ever see
Im watching you watch over me
and i've got the greatest view from here
im watching you watch over me
and i've got the greatest view from here
Now that you know why you feel like you do
They're turning their head
whilst they wait For no one
And finally I know why I feel like you're letting go
I'm watching you watch
Over me and I've got
The greatest view from here
I'm watching you watch
Over me and I've got
The greatest view from here
The greatest view from here
The greatest view
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Israel's Son
Learn to Hate
One Way Mule
Straight Lines
Strange Behaviour
Take Her Out
Those Thieving Birds (Part 2)
Tuna In The Brine
Waiting All Day",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/51002/the-greatest-view,2025-10-25T21:50:11.248293
Those Thieving Birds (Part 2)Silverchair,Unknown,"Şarkı Sözleri
Sanatçılar
Silverchair
Those Thieving Birds (Part 2)
Those Thieving Birds (Part 2)
Silverchair
Şarkı Sözleri
İzle ve Dinle
Lonely in life
Dead or alive
If the truth had incursions
No more goodbyes
No more big lies
If the truth had versions
As long as you and I are together
I'll hold onto the jewellery
Like staple strapped clenched fist and tongs
Hang strung from an empty nest
Those thieving birds
Hang strung from an empty nest
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Israel's Son
Learn to Hate
One Way Mule
Straight Lines
Strange Behaviour
Take Her Out
The Greatest View
Tuna In The Brine
Waiting All Day",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/46235/those-thieving-birds-part-2,2025-10-25T21:50:11.664836
Waiting All DaySilverchair,Unknown,"Şarkı Sözleri
Sanatçılar
Silverchair
Waiting All Day
Waiting All Day
Silverchair
Şarkı Sözleri
İzle ve Dinle
I took advantage
Of a straight believing town
That tore the bandage
And said look who's bleeding now
Are you listening or are you faithless like the others
Long days are almost here
Faded signs for you
I'll be waiting all day
I've be waiting all year
For you it's true
He's been beaten
Might have brought it on himself
So he stopped reading
Every book on mental health
But alls not lost in this tangle like no other
Long days are almost here
Faded signs for you
I'll be waiting all day
I've be waiting all year
For you it's true
Take this dose and go
Whiskey warm September
The faded sign will show
That he still remembers
Long days are almost here
Faded signs for you
I'll be waiting all day
I've be waiting all year
For you it's true
Waiting all day
Waiting all year
I'll be waiting all day
I'll be waiting all year
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Israel's Son
Learn to Hate
One Way Mule
Straight Lines
Strange Behaviour
Take Her Out
The Greatest View
Those Thieving Birds (Part 2)
Tuna In The Brine",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/91347/waiting-all-day,2025-10-25T21:50:12.082485
Çiçekci Kızİzmirli Taylan,Unknown,"Şarkı Sözleri
Sanatçılar
İzmirli Taylan
Çiçekci Kız
Çiçekci Kız
İzmirli Taylan
Şarkı Sözleri
İzle ve Dinle
Çiçekçi kız bak bana
sarı lira vericem ben sana
Çiçekçi kız bak bana
sarı lira vericem ben sana
Tak sepeti sen çık yola
Kuş tepede gül sat bana
Tak sepeti sen çık yola
Kuş tepede gül sat bana
Burada yer alan videolar YouTube üzerinden anlık olarak alınmaktadır. YouTube üzerinden kaldırıldığında buradan da otomatik olarak kaldırılacaktır. Özel olarak kaldırılmasını istediğiniz içerik varsa bize
[email protected]
adresinden ulaşabilirsiniz.
Videoları Göster
Diğer Şarkıları
Abe Kaynana Naptın Bize
Mahallenin Güzeli Sezen
Vermediler",pop,Unknown,sarkisozleri.bbs.tr,https://www.sarkisozleri.bbs.tr/sarki/28802/cicekci-kiz,2025-10-25T21:53:02.295367
